"","ktitle","title","replyNo","Tdate","Tauthor","author","authorclass","date","rPostNo","authorcredit","text"
"17",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","even阿文","新進會員","2015-06-01 21:36","#3","56054613","那請問這樣早中晚這樣可以嗎><還是需要哪些更改 麻煩大大鞭一下 感恩您了!"
"18",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","LEON5566","進階會員","2015-06-02 14:08","#4","28","

even阿文 wrote:
小弟我目前 身高168...(恕刪)

可以參考我的一點點心得
http://www.mobile01.com/topicdetail.php?f=293&t=4399041
有問題可以再問我~~"
"19",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","聶小胖","新進會員","2015-06-02 14:13","#5","56064336","樓主條件已經不錯了
飲食不需要太在意
晚餐多個雞胸肉  多點青菜
下午或晚上 吃點水果  芭樂、蘋果
運動完再補個無糖豆漿"
"20",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","even阿文","新進會員","2015-06-02 14:56","#6","56065029","謝謝大大：））
我都有在看你的po文 2個月實在太猛啦"
"21",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","even阿文","新進會員","2015-06-02 15:12","#7","56065276","謝謝大大 我會加油的 每次健身完都有成就 享受痠痛哈哈哈
9月要在來研討成果 謝謝大大了感恩"
"22",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","007 james","資深會員","2015-06-02 18:58","#8","23","

even阿文 wrote:
小弟我目前 身高168...(恕刪)

效果還滿明顯"
"23",1003,"減脂肪（傷眼 12/9更新","8","2015-06-01 19:21","even阿文","even阿文","新進會員","2015-12-09 18:14","#9","58508455","文章沉太久 希望大大們給予觀念或者其他方面的意見謝謝"
"24",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","史提芬‧吳","站務","2015-11-29 09:42","#1","42,176","就在不久前，電腦及影音版的編輯布萊恩一次為大家帶來了三款運動耳機的開箱，相信如果是有想要購買運動耳機的網友，應該已經看過這篇比較，同時也對這三款市場上討論度不低的運動耳機都已經有些了解。其中，由Jabra所推出的『Sport Coach Wireless』運動耳機，特色在於結合了入耳式語音訓練指導與動作感應器，並能搭配運動記錄程式做運動，不過，當時布萊恩的開箱主要針對三款的聽感以及音質進行分享，並未特別在Sport Coach Wireless的運動功能上做更詳細的介紹，而本篇則是進一步向大家分享這款耳機的健身功能！
目前Jabra主要有三款針對運動族群所推出的藍牙耳機，若以訂價做區分，最高階的款式為能夠偵測心率的『Sport Pulse』，中階的便是這次試用分項的『Sport Coach』，適合健身時使用，而前一陣子才推出的『Sport Pace』則是定位在最入門的產品。這款『Sport Coach』共推出了紅色、黃色與藍色三款配色，本篇試用分享的款式為藍色。Sport Coach採用入耳式的設計，搭配上較短的耳機線控設計，至於詳細的包裝開箱、硬體規格以及聽感音質等部份，有興趣的朋友可以參考之前布萊恩的評測介紹。
這款Sport Coach最大的一項特色，就是在於結合了語音訓練指導以及動作感應器，再搭配上專屬的運動記錄程式，就能進行健身訓練以及訓練的記錄，透過下面這支官方的影片，便能快速稍微了解其主要特色功能。＊與手機進行配對設定
在開始使用運動訓練功能進行健身前，需要先下載Jabra運動耳機專用的運動記錄應用程式『Jabra Sport Life』。
這次試用我使用的手機是HTC M8，系統為Android5.0.2。初次使用時先將耳機與手機配對。可以看到這個應用程式的介面還是全英文的，不過裡面使用的單字並不會太困難。
需要先輸入使用者的個人基本資料，包含性別、身高、體重與生日等資訊。接著進行耳機型號的選擇，可以看到支援了上面提到的三款型號。＊＊＊
接著依照上面的指示進行配對，配對的時間很短很迅速，完成後會出現配對成功的字樣。＊＊＊
接著會說明耳機配戴的方式，建議使用者選擇適合自己尺寸的耳塞，共有四種不同的尺寸可以替換。＊＊＊
選擇好適合的尺寸後，將會進行音樂試聽確認是否是適合的尺寸。＊＊＊＊主功能及運動模式
接著看到整個程式的主功能，主選單設計在左側點擊後可開啟各項功能，第一項為運動、第二項為運動的歷史紀錄、第三項為個人的成就、第四項為個人體能的評估，下面則是各式設定。
而在運動記錄的功能上，Jabra Sport Life支援多種運動項目，包含了戶外慢跑、自行車、健行、登山、滑雪、慢跑機慢跑等項目，而其中的混合健身訓練（Cross-training）便是本篇後面主要的分享項目。＊＊＊＊混合健身訓練內容
在混合健身訓練模式下共有五大項主要的運動內容，包含了CardiCore、MadCore、BellyBurn、PushPerfection以及TakeOff等五種，每一項的後面都有註明預估的所需時間，如果五大項一次全部做完一組並且組間不再休息的話，大約花上半個小時左右的時間就能完成。
接著可以是先預覽每個大項目中的運動動作、每個動作的次數以及每組之間的休息時間。雖然程式已經預設了每個大項目中的運動動作內容、動作所需時間、次數以及組間休息時間，但使用者依舊可以依照個人的體能狀況與習慣進行調整。＊＊＊
而每一個動作都會有圖像搭配文字做詳細的說明，像是這兩年在各大健身教室很常看到的深蹲動作一定不能少。＊＊＊
除了一些徒手的運動動作之外，裡面也包含了一些需要搭配器材使用的動作，可能就需要事先檢視後才能知道需要準備哪些道具，像是做深蹲與手部擺盪動作用的壺鈴，還有槓鈴以及槓片等，至於重量的話就要看使用者個人的體能狀況去做搭配。這個部份個人有個小小的建議，就是在運動的時候因為需要選擇適合自己體能的器材重量，但像我自己的運動習慣是大約一週去一到兩次健身房，有的時候也有可能兩個禮拜去一到兩次，因為沒有辦法很規律的去運動，所以常常會忘了自己上一次選擇某項器材時的重量，如果這個應用程式在每個動作中新增一個可以記錄重量的功能，個人覺得對於我這種記憶力快跟魚一樣的使用者來說，應該會有不小的幫助XD＊＊＊
下面幾張截圖的內容，就是在這個應用程式中所有的運動動作。粗略的算了一下所有的動作，大約共有五十多種的動作，幾乎包含了上肢、腿部以及核心等部位的鍛鍊。＊＊＊＊＊＊＊＊＊
每個動作點擊進入後都能夠看到詳細的動作說明，建議要花點時間稍微看一下每個項目，順便當作英文練習也不賴XD
這種混合式的運動，因為可以在短時間之類就達到很高的運動強度，不只能夠提升各個肌群的肌力，同時也對個人的心肺能力也有不小的幫助，再加上並不需要太大的場地空間就能運動，所以這幾年類似這種的混合運動內容有不少人都在做，像是網路上有很多教學影片的『Tabata』，應該有很多人在家都有做過。＊實際運動分享
這次實際運動的分享部份，選擇的是『CardiCore』的項目，確認項目後可以看到後面有預估的完成時間大約為四分鐘，每個動作內容、組數與休息時間全部採用內建預設的數值，沒有做任何的調整。
接著畫面由右向左滑動，可以先預覽這個項目中，各個運動動作的內容，先確認自己都已經瞭解了每個動作的作法並瞭解有哪幾個動作後再開始運動，正式開始的時候才不會手忙腳亂。快速的瀏覽後，可以看到共有六個動作，而在完成一組動作後會有十秒鐘的休息時間。＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
接著就正式開始跟著語音進行運動，而在運動的時候因為手機沒有帶在身上而是放在旁邊的桌上，因此在運動的過程中就完全聽照耳機中的語音提示做運動，
另外要注意的，就是在正式開始運動前最好自己從上到下先做一下暖身運動，避免運動中造成不必要的傷害。第一個動作是抬腿跑步30秒的時間，開始後耳機的語音會進行倒數計時，並且在即將要到下一個動作前十秒的時間會進行倒數，讓你能提前了解下個動作的內容。高抬腿跑完後，接著休息十秒鐘的時間。
下一個動作是二十下的深蹲，個人相當推薦這個運動動作，這個動作對於許多運動項目的表現都會有幫助，像我自己喜歡打籃球，下半身的力量相當重要，這個動作多做一些後，個人覺得切入跟投籃明顯比較有力也輕鬆一些。而且這個動作看似很簡單，但當組數增加後也是可以讓人汗流浹背的。而Sport Coach在做語音的提示時，如果是像第一個動作是以時間做為單位的動作，就會自動換到下一個動作，但像第二個深蹲是以二十下為單位，使用者就需要自行一邊運動一邊計算做了幾下，當做完二十下後，就要按下左耳上的運動按鍵，才能換到下一個運動喔！
另外分享一下個人的運動心得，就是如果覺得深蹲的動作還是太輕鬆的話，可以加上壺鈴做手部的擺盪，同時也鍛鍊手部與核心的穩定。像我在家做的話，因為家裡沒有壺鈴所以會改用啞鈴做替代，不過家裡的啞鈴磅數也有點不太夠就是了XD
深蹲後一樣休息十秒鐘，而下一個動作是伏地挺身十下。
接著一樣休息十秒後，接著進行的動作也是最近相當紅的Plank『棒式』20秒，這個動作也是看似簡單，但實際做起來並不容易且相當累人的運動。但在做這個動作的時候，建議大家準備個瑜伽墊或是毛巾墊在手肘下，不然根本撐不了多久，手肘就痛到無法做了...
接著邊跑邊用雙腳輪流踢自己的屁股三十秒，不過這個動作對我來說非常的困難...因為膝蓋曾經開過刀所以現在並沒有辦法真的踢到屁股...另外也順便跟大家分享個人的運動經驗，之前因為膝蓋手術後需要進行運動復健，所以就去上了間歇混合訓練的課程，請授課的老師針對我的狀況做課程內容的安排，並且學習正確的運動姿勢，因為正確的姿勢才能避免再次傷害，也才能真正地達到運動的效果喔！個人蠻推薦大家有機會可以去上上類似這種課程，可以順便檢視一下自己平常動作的正確性，這樣之後自己在運動的時候也更能避免不必要的傷害。
最後一個動作是仰臥起坐二十下。
最後完成後，一樣按下左耳的運動控制鍵，便會進行存檔。接著可以看到總時間與消耗的卡路里，另外可以看到每組動作個別所花的時間。＊＊＊
而運動的結果使用者可以進行社群分享，同時也能拍張照片增加分享內容的豐富性。＊＊＊
不過目前Jabra的運動記錄僅能存在手機中，並沒有一個專屬的雲端平台可以做管理。唯一的輸出方式是能輸出成.csv的格式。＊＊＊＊結語
整體來說，Sport Coach在運動時配戴做動作很穩定，但入耳式的設計個人覺得比較適合使用在健身房或是室內運動，因為環境音的部份明顯會被隔絕，如果是在戶外的話則會讓人比較擔心對環境的掌控會較差，影響到運動時的安全性。而快速按鍵讓操作相當的容易，而且按鍵比較大，運動過程中按壓也很容易就找到位置。而在與Jabra Sport Life app應用程式搭配使用上，藍牙配對簡單容易快速，而且運動內容的部份，使用者可以自行編排調整的項目多。但應用程式的介面跟語音提示全部都是英文的，可能需要稍微多花點時間適應與上手。"
"25",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","Charles_Chan","高級會員","2015-11-30 11:34","#2","131","

史提芬‧吳 wrote:
就在不久前，電腦及影...(恕刪)

那雙鞋子~~有夠搶眼的!! 
回歸正題，不知道對上最近TOMTOM新出的錶可不可以用~可以聽音樂那款!!
史提芬‧吳 wrote:
就在不久前，電腦及...(恕刪)
"
"26",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","jimmyyeh2009","資深會員","2015-11-30 17:20","#3","26","回歸到耳機的本質,
請問音質如何呢?
謝謝"
"27",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","ismailax","一般會員","2015-12-01 09:10","#4","58404602","好看！而且感覺帶起來很舒服
我平常有在健身目前是帶sony w系列
這個如果mp3可以內建就好"
"28",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","David Jackson","義工","2015-12-02 13:29","#5","698","我的目光完全被小編穿的運動鞋給吸走，太閃了啦~~
建議小編下次別穿這雙鞋，以免歪樓~"
"29",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","Irina_taitai","高級會員","2015-12-07 13:09","#6","58479215","有了藍芽技術這樣運動再也不被線給纏住了"
"30",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","史提芬‧吳","站務","2015-12-07 13:58","#7","42,176","

Charles_Chan wrote:
那雙鞋子~~有夠搶眼...(恕刪)

不好意思閃到你了XD
試用過了可以
不過健身訓練功能別忘了是要搭配手機使用喔"
"31",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","史提芬‧吳","站務","2015-12-07 14:00","#8","42,176","

jimmyyeh2009 wrote:
回歸到耳機的本質,
...(恕刪)

大大,
之前另一位編輯有針對試聽的部份提供一些心得
如下網址分享心得
您可以參考看看"
"32",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","史提芬‧吳","站務","2015-12-07 14:01","#9","42,176","

David Jackson wrote:
我的目光完全被小編穿...(恕刪)

傑克森大
感謝提醒...我下次會注意的XDD"
"33",1004,"跟著耳機做運動！  Jabra Sport Coach Wireless 藍牙耳機","9","2015-11-29 09:42","史提芬‧吳","jealala77703","高級會員","2015-12-08 21:07","#10","32","有了無線，不會狼狽了~
史提芬‧吳 wrote:
就在不久前，電腦及影...(恕刪)
"
"34",1005,"關於重量訓練的問題","3","2015-12-05 12:10","a0977058191","a0977058191","新進會員","2015-12-05 12:10","#1","58459140","我是高3男生
因為畢業想去讀士官二專,所以開始健身
我有安排禮拜三和放假去健身房重訓.其他日子就跑步這樣
但問題來了...我大概持進行了1~2個月雖然胸部和二頭肌.手臂有變大一些
但是我感覺自己沒有進步...感覺做全式伏地挺身挺吃力的  我問了我同學 他有在健身房健身也算是我的教練
他說不要每次去健身房只做到酸  要超越自己
但是我到現在還是不懂他的意思
所以我想請問健身的大大們，你們去健身房有'超越自己'嗎
或是有甚麼建議可以教我"
"35",1005,"關於重量訓練的問題","3","2015-12-05 12:10","a0977058191","Miller666","進階會員","2015-12-05 13:22","#2","8","健身是好事情
但你不要去讀士校....要也讀官校吧"
"36",1005,"關於重量訓練的問題","3","2015-12-05 12:10","a0977058191","antispy","高級會員","2015-12-08 08:39","#3","13","部隊少用器材，如果是要適應部隊用的，加強肌耐力和拉單槓優先，其實重訓打基礎也是建議先加強肌耐力，還有跑步一定是少不了的
入伍前保持良好的身體狀況就好，不要太操之過急，受傷了入伍可不好玩，多半會認為你裝死，特別盯你。"
"37",1005,"關於重量訓練的問題","3","2015-12-05 12:10","a0977058191","s925033","高級會員","2015-12-08 12:06","#4","58491377","目前國軍基本體能測的是三千公尺跑步、伏地挺身、仰臥起坐。各年齡合格標準不同。
為了平衡伏地挺身，建議背也要練，避免肩膀問題。"
"38",1006,"請問電動跑步機潤滑皮帶的油品","0","2015-12-08 09:01","lu7216451","lu7216451","資深會員","2015-12-08 09:01","#1","43","請問電動跑步機潤滑跑步的皮帶一定要用專用的潤滑油嗎?
哪裡可以買到?或者是可以使用其他代替的油品嗎?
還有電動跑步機平時該做哪些潤滑或保養?"
"39",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","mikechang052878","新進會員","2014-04-21 15:34","#1","10","我182公分，今年35歲。最胖的時候體重近破百，有連續8年時間體重超過90。
本來以為我註定是個胖子了，但我決定再給自己一次機會。
經過這兩個月的正確的飲食＋規律的運動 (有氧＋重訓) 之後，開始有點成效出現～
其實每天花在運動上的時間通常都不超過一個小時，一週4-5天。
我認為飲食上的紀律幫助最大，就是吃該吃的，不該吃的別碰，少量多餐。
現階段的目標是增加肌肉量，以及消除腹部的贅肉。
希望再過兩個月後，可以跟大家分享成效與心得。
歡迎大家一起討論，或分享自己的運動/飲食菜單~"
"40",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","山神交代","一般會員","2014-04-21 15:39","#2","49760476","

mikechang052878 wrote:
我182公分，今年3...(恕刪)

可以分享一下你的運動/飲食菜單供參考嗎？謝謝"
"41",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","mikechang052878","新進會員","2014-04-21 16:38","#3","10","起床後：喝一大杯水，然後出門快走20-30分鐘，只讓心跳稍微提高，不到喘氣的程度。到家後伏地挺身＋仰臥起坐做個50-100下，順便拉拉筋，大概10分鐘。
早餐：燕麥片3大匙＋無脂牛奶，微波爐溫個一分鐘就可以了。
上午10點：一整顆檸檬汁＋溫開水。
午餐：水煮雞胸肉＋蔬果汁(鳳梨，花椰菜，紅蘿蔔，菠菜，柳丁，苦瓜，大黃瓜)。我都是每周日備好一整週的配料分裝成袋，這樣才不會因為每餐備料麻煩而放棄。
午餐後：出去外面走個15分鐘，回來後一定要睡午覺，通常20-30分鐘。
下午茶：除了含糖分或油炸品不吃之外，其他都隨便吃，但都不過量，就解個饞而已。
晚餐：水煮雞胸肉＋地瓜 （其實可以任意搭配，就是不要太油膩，別吃澱粉類食物）
運動排程：
週日：上午騎車或跑步60分鐘，下午重訓90分鐘。
週一：休息日
週二：50分鐘有氧運動。
週三：重訓60分鐘。
週四：50分鐘有氧運動。
週五：休息日，因為晚上要出去玩。當晚可以大吃大喝，不然下週飲食一定撐不住。
週六：起床後有氧運動60分鐘，一定要冒大汗，精神立刻百倍。
重訓後都喝一杯高蛋白，我個人偏好巧克力口味。
睡前30分鐘也是後伏地挺身＋仰臥起坐做個50-100下，順便拉拉筋，大概10分鐘。
飲食的部分是最難適應的，但如果能撐過一個禮拜，其實也就習慣了。"
"42",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","小胖胖1234","資深會員","2014-04-21 17:13","#4","5","感覺好像醣類吃太少了，以你的体重應該一天要攝取2100卡，看你的菜單似乎太少了點。要不然正常2個月減10KG，運動量應該要比你說的多滿多的。"
"43",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","mikechang052878","新進會員","2014-04-21 20:51","#5","10","也許是有氧運動的強度。多數時候我都是做 HIIT 類型的 Cardio。
其實我吃的還蠻多的，但就是保持無糖低鹽低油脂。
"
"44",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","solomon1125","資深會員","2014-04-21 21:42","#6","48","

mikechang052878 wrote:
我182公分，今年3...(恕刪)

年輕10歲無誤"
"45",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","小胖胖1234","資深會員","2014-04-21 23:15","#7","5","若是HIIT就很正常了，這種短時間高耗能。"
"46",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","janethen123","資深會員","2014-04-22 09:39","#8","70","厲害~~恭喜樓主!年輕很多!
我體型跟你之前差不多,應該也要來努力了!"
"47",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","T351286","資深會員","2014-04-22 10:22","#9","13","

janethen123 wrote:
厲害~~恭喜樓主!年輕很多!
我體型跟你之前差不多,應該也要來努力了!
"
"48",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","Zakk3043","資深會員","2014-04-22 12:01","#10","33","你的id讓我想起 Six pack shortcuts的Mike Chang,
"
"49",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","joseph31","資深會員","2014-04-22 12:07","#11","1","我也是跑步瘦了10公斤，但肚子和側腹還是存在
我想或許飲食要像版大那樣嚴格控制才能消除肚子吧 ...."
"50",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","lorryta","訪客","2014-04-22 14:16","#12","停權中","不管是菜單還是運動看起來都沒那麼簡單耶...
樓主好有毅力喔"
"51",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","eye1984","高級會員","2014-04-22 14:58","#13","1","澱粉類是招誰惹誰了⋯
很有問題的菜單，長期吃準備出問題"
"52",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","bigtotem1507","資深會員","2014-04-22 15:05","#14","5","樓主～給你拍拍手
減重最重要的是毅力
恭喜你繼續加油"
"53",1007,"瘦身分享開箱文：兩個月健康瘦10KG!! 沒有藥物，只有飲食...","44","2014-04-21 15:34","mikechang052878","公路車ing","資深會員","2014-04-22 15:10","#15","43","我有各小小的疑問，為什麼 After 變「帥」了? 不是說 「臉」不能練的嗎?
"
