"","ktitle","title","replyNo","Tdate","Tauthor","author","authorclass","date","rPostNo","authorcredit","text"
"11",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","好懶","資深會員","2015-04-29 09:26","#11","19","會胖的人，絕大部分是在飲食習慣，汽水、零食、飲料、宵夜、手搖杯、炸物等，來者不拒。
不喜歡喝水，因為沒有味道。熬夜會讓身體代謝效率變差，這也是變胖的一個原因。
常有人說，我都有在運動，可是就瘦不下來。那是運動強度不夠，運動時間太短。
以跑步來說，至少要跑30分鐘以上，身體的脂肪才會開始燃燒，速度要達到稍微有點喘的程度
就是大家常說的333原則。
有關減重的方法，網路上隨便找就一大堆
這些話都是老調重彈，重點是你能不能貫徹執行"
"12",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","owenwang2010","資深會員","2015-04-29 13:56","#12","4","

水分的影響很大吧
我每次去健身房運動
一小時有氧, 一小時重訓
回家量體重都會重大約一公斤
因為我習慣運動中不斷喝水, 運動一次大概至少要喝兩公升的水
這些水份通常都要一天半到兩天的時間才排完(因為運動完一樣還是會喝水...)
所以體重突然重個一兩公斤我並不會覺得怎樣...
別太為難自己..持之以恆就會瘦底"
"13",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","jimmyann","資深會員","2015-04-29 16:15","#13","38","這很正常
有時候口渴，2公升的飲料  我也可以5分鐘內喝完
體重建議長期量，做成圖表，誤差值比較小
有可能是宿便
我覺得要減肥  臭臭鍋
這種東西  盡可能不要吃
高鹽  超高熱量
不信的話，你去超商看涼麵的標示
麻辣的熱量大約是非麻辣的三倍
只差在那一點點醬料
你吃整鍋的又會如何，自然不言可喻"
"14",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","leeyy0124","資深會員","2015-04-29 16:18","#14","52","最近幾天發現一個阿桑每天都在量體重,看到我都快傻眼
光有沒有喝水或大便就會影響重量,天天量有意義嗎?
會注意到她是因為有一次她在我旁邊做有氧,然後健身房教練再跟她推課程~
後來請她去量體重..
她說今天吃太好不要量,明天吃少一點在量...
之後遇到她都會先去量體重在做有氧.."
"15",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","gogojoye","資深會員","2015-04-29 16:50","#15","13","真要放開來大啃，我一餐就可以胖兩～三公斤。
油、糖、澱粉，是身材大敵。
還有，看體重計不準確。
看鏡子，觀察自己從下巴到脖子的肉，和彎腰時肚子的弧度，就知道嚴重性在哪裡了。"
"16",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","007 james","資深會員","2015-04-29 21:43","#16","23","

聶小胖 wrote:
各位好這是我第一次...(恕刪)

塞是有沒有正常在放
哩嘛幫幫忙"
"17",1501,"3天胖兩公斤~~這是啥巫術","16","2015-04-28 15:01","聶小胖","小阿真","訪客","2015-04-30 07:01","#17","87","你禮拜六基本不吃菜喔，
這樣你即使瘦下來也不健康。"
"18",1502,"BH G6飛輪車.推薦嗎?","1","2015-04-28 11:27","r031607248926","r031607248926","進階會員","2015-04-28 11:27","#1","1","因太久沒運動.肚子已經一圈肥肉跑出來了.聽說跑步是最好的減重方式.但有時就是懶得出門@@""所以想買一台飛輪車在家騎.還可邊騎邊看電視.目前看的是BH品牌的G6.不過目前的牌價還是偏高.不知道母親節有沒有優惠活動可以有更優惠的價格呢?"
"19",1502,"BH G6飛輪車.推薦嗎?","1","2015-04-28 11:27","r031607248926","AQTONMAN","進階會員","2015-04-29 18:47","#2","5","

r031607248926 wrote:
因太久沒運動.肚子...(恕刪)

如果不是訓練使用，建議平價品牌就好，我朋友做健美的動作姿勢組數快慢有對最重要。"
"20",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","桃花島主5241","資深會員","2015-04-26 23:28","#1","125","拍攝地點 : 12K 美堤河濱公園https://www.flickr.com/photos/132039100@N06/sets/"
"21",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","didadi23","高級會員","2015-04-27 00:12","#2","7","

桃花島主5241 wrote:
拍攝地點 : 12K...(恕刪)

好恐怖!好恐怖!"
"22",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","H530325","資深會員","2015-04-27 13:52","#3","170","

桃花島主5241 wrote:
拍攝地點 : 12K...(恕刪)

感謝分享美圖."
"23",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","桃花島主5241","資深會員","2015-04-27 15:56","#4","125","何來恐怖之有? 是覺得長跑好恐怖嗎?
每位女生都很認真盡力跑完全程, 都很棒
didadi23 wrote:
好恐怖!好恐怖!...(恕刪)
"
"24",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","didadi23","高級會員","2015-04-27 22:37","#5","7","

桃花島主5241 wrote:
何來恐怖之有? 是...(恕刪)

就..表情很恐怖!"
"25",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","桃花島主5241","資深會員","2015-04-28 00:00","#6","125","已經跑了12公里, 是我已經臉色慘白,笑不出來, 這些女生都還很開朗
didadi23 wrote:
就..表情很恐怖!
"
"26",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","Lemon Black Tea","進階會員","2015-04-28 12:53","#7","1","

桃花島主5241 wrote:
拍攝地點 : 12K...(恕刪)

謝謝分享"
"27",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","oldfff","訪客","2015-04-28 21:24","#8","停權中","好真實的路跑照片~~值得保存
謝謝..."
"28",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","Gosh","進階會員","2015-04-29 12:50","#9","55576551","跑步果然是最佳的減脂運動呀，
看完照片後有感。"
"29",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","H530325","資深會員","2015-04-29 13:35","#10","170","

Gosh wrote:
跑步果然是最佳的減...(恕刪)

呵呵, 如果是跑42K 的女生, 應該更明顯吧."
"30",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","doveeyed","一般會員","2015-04-29 16:31","#11","2","謝謝分享~
我也有跑這次的nike
這是我的初馬...真的是太好玩了下次還要再參加
感謝你們的辛苦拍攝喔~"
"31",1503,"2015 Nike女子路跑照片","11","2015-04-26 23:28","桃花島主5241","桃花島主5241","資深會員","2015-04-29 17:51","#12","125","你們跑得好玩, 我們拍的好玩
doveeyed wrote:
謝謝分享~
我也有跑...(恕刪)
"
"32",1504,"2015年台北101登高賽","2","2015-04-27 11:36","兩京勘急","兩京勘急","新進會員","2015-04-27 11:36","#1","55543325","我住台中，我第一次報名101登高賽~
想找有報名的朋友，一起攀登，
這樣子比較有伴，也比較不無聊~
因此，想請問有報名的朋友們，能否一起攀登嗎?~
(看是一起揪團前往101，或是直接約在101等)
謝謝~"
"33",1504,"2015年台北101登高賽","2","2015-04-27 11:36","兩京勘急","sss66626","新進會員","2015-04-29 10:48","#2","1","住台北，也是第一次報名101，可以一起攀登，請私訊。"
"34",1504,"2015年台北101登高賽","2","2015-04-27 11:36","兩京勘急","devil楊","高級會員","2015-04-29 12:56","#3","6","
 我也是第一次參加
不過各號碼布起跑時間不一定
且2秒放行一員
所以應該很難一起跑吧？"
"35",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-26 22:21","#1","13","近期想考個二張證照""備用"" XD
其中一張是AFAA的證照. 在官網研究了一點,應該是會去考拳擊體適能這張.
想問一下有考過的前輩.這種證照考到了""有用""嗎? 對""求職""來說.
上課時間應該可以自己排吧~!?
看了一下報名費不便宜~ 只以投資報酬來講,值得花這些錢去上課考試嗎~!?
感恩啦!"
"36",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","cchuang.cchh","高級會員","2015-04-27 13:06","#2","55544761","＜代答＞
可以直接去看那幾家數字人力銀行登的徵材條件呀！
有的還統計：""運動教練 - 職務進修：加強競爭力，職場進化再升級 - 104人力銀行""
。拔特，
還是自己去找去看
想去的不一定要～
""成吉思汗健身俱樂部_鐵木真健身館有限公司人才招募及徵才工作機會─1111人力銀行""
會不會跟中國廚藝訓練學院一樣照三餐打呀[拍肩]"
"37",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","mobile3803","資深會員","2015-04-27 13:40","#3","39","哇~克大要轉行了,這樣就不能天天扛鐵仔練了
應該是不太難
難的是當了教練要推銷課程~~@@
所以身材要練壯一點,這樣才比較有說服力
克羅旺來 wrote:
近期想考個二張證照...(恕刪)
"
"38",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","Notorious|G.T.R","進階會員","2015-04-27 14:20","#4","55545844","通常要當健身教練要具備
1張國際體適能證照
2張以上器材使用研習或證照(壺鈴、VIPR、TRX...之類的)
1張筋膜放鬆研習或證照
這些大概是連鎖健身房當教練的資格門票
但是考到證照才是學習的開始，對於求職有沒有用，要看你的目標方向，
通常一個有再進修的教練，一年要花的證照研習費用約5~20萬不等
我自己也是教練，我一年大概是花10萬左右在研習，
教練課賣這麼貴，你收錢要收得有良心
外面很多無良的教練用一些普通的證照在騙吃騙喝，
教一堆沒屁用的動作，我覺得很扯
學生沒效果就算了，還搞到受傷，你在這行的名聲就黑掉了
這行人不多，很快就可以傳遍台灣教練界了，你還要怎麼混呢~
有些人上課是為了學習，有些人是為了混口飯吃
能不能賺回來，要看你的專業度以及口述能力了!
對不對得起學生我覺得比較重要!!
加油!期待有天，台灣真的可以改變"
"39",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","leeyy0124","資深會員","2015-04-27 14:46","#5","52","

Notorious|G.T.R wrote:
通常要當健身教練要...(恕刪)

認同~
最近世界健身在比賽減脂,結果有人是越減越肥
體重增加就算了
既然連體脂也增加
最重要的是還花錢買課程"
"40",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","wonwonba","資深會員","2015-04-27 16:03","#6","19","

克羅旺來 wrote:近期想考個二張證照""備用"" XD 其...(恕刪)

成吉思汗的教練待遇很好，不過他們培訓也很嚴格，如果能在那邊當教練真的比較有成就感，而且又有很多練武的同好
你有興趣可以看看陳館長的YouTube"
"41",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","coffee681084","資深會員","2015-04-27 16:56","#7","36","

leeyy0124 wrote:
認同~最近世界健身...(恕刪)

世界健身中心 在辦減脂比賽是沒錯啦
不過 越減越重 這點怎麼可怪教練? 上課幫你消耗700大卡 你回家馬上大吃大喝2000大卡 然後也要怪教練?
我也在世界 雖然這邊的教練 的確有部份的身材讓人不敢苟同 但是...這跟自我減脂挑戰是兩回事
回歸 克大的主題 
證照這種東西 砸錢下去 上課應該就沒問題了
但是健身教練 這行業 我認為就不是只靠""肌肉大小"" 就能夠決定的啦
如果是小型的健身房 我以前那間的教練 沒有什麼課程壓力 還有閒暇時間可以專心健身
只不過薪水 比起克大你做的 綁鐵工 一定有一段不小的差異
至於連鎖體系的健身房....留住學生 招攬課程 我是認為比 身上肌肉大小重要
當然 既能留住學生 然後又鍛鍊出一身肌肉的也不是沒有 不過那就是兩樣工了
我健身房的某幾位教練  身上肌肉也不見的多大 只能說精實 但是離健美應該是還有一段距離
很標準的體適能教練  但是學生很多 我天天看到他有學生上課 
偷聽上課的內容 其實就跟書本差不多 基本觀念 動作 而已
但是 這幾位學生多的教練都有個共同點 就是親和力很夠 並且很用心在學生的進度上
他們都有幫每個學生 弄專屬的筆記本 配合 平板電腦 記錄學生每次上課的進度 操作的重量 組數 體脂 體重 
一大堆的記錄資料+親和力  造就了他學生很多的事實.....
上述那些東西  跟自己埋頭苦練肌肉  還真的是很兩極化的事情...
世界健身房 我看的的情況是這樣......"
"42",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-27 23:12","#8","13","哇...沒休假幾天沒空來看,還不知道那麼多回文~!XDD
也不是改行啦,是想考個二張備用的證照,以備不時之需~XDD
當然我在AFAA網站研究了一段時間.
還是決定要考的話是考拳擊體適能,只是報考跟上課費用也太貴...
所以想問有考過的大大們,這種證照到底是否真的有用~?"
"43",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-27 23:14","#9","13","

Notorious|G.T.R wrote:
通常要當健身教練要...(恕刪)

其實我只是先想考到一張證照放身邊,當然對一些正確細節跟知識我也會去好好學習.
並不算是一考到就馬上轉行.
重點其實只是想問,這張證照對於轉職到健身教練這份工作,真的很重要嗎~!?XDD"
"44",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-27 23:17","#10","13","

wonwonba wrote:
成吉思汗的教練待遇...(恕刪)

工作的關係,我連拳擊館也不敢去了,不用說成吉思汗了...他們那裡待遇很好,但教練是很認真再挑的.
館主很嚴,加上我對地板技超弱,哈哈哈哈哈....
想考個AFAA證照是覺得自已應該留個有興趣的證照專業在身邊.
成吉思汗一直沒機會去,不然我超想去的.馬的~!!!!!!!!!!!!!!!!!!!!!!!XDDDDDDDDDDDDDDDD"
"45",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-27 23:20","#11","13","

wonwonba wrote:
成吉思汗的教練待遇...(恕刪)

話說館長的影片我幾乎全看完了~!!XDD"
"46",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","克羅旺來","資深會員","2015-04-27 23:25","#12","13","

coffee681084 wrote:
世界健身中心 在辦...(恕刪)

哈哈,雖然我不太清楚健身教練,中等以上的薪資大約是多少.
但依我的個性,就是很""正確的""去教人,當然個性也不會多好.
所以~~~ XDD 只是想先考考看.只是那費用真的....有點小扯..
另一張是廚師證照,二者相比...
就覺得....
不過交了學費後,要上的課程是還不錯,運動生理學,解剖學跟營養學,還有其它二大項.
把身體練強是我的興趣,所以我也沒那個辦法為了拉客人拿業績亂教.
但看了以上的回文,我就去試試了~!!XDD"
"47",1505,"想問一下板上有前輩考過AFAA 證照嗎?","12","2015-04-26 22:21","克羅旺來","chdcht","進階會員","2015-04-28 10:49","#13","33","有朋友要和我一起報名TRX器材使用認證課程嗎? 請和我聯係 謝謝
LINE ID : haotenc"
"48",1506,"TEECHFIT?or underarmours","4","2015-04-27 14:50","ㄚ政","ㄚ政","資深會員","2015-04-27 14:50","#1","348","小弟最近想買一件跑步和重訓用的衣服
看上了addidas的teechfit跟underarmours的衣服
有實際去穿過..
感覺上teechfit穿起來似乎略嫌厚了點
但價格親民不少
underarmours的衣服很薄
但好看的衣服都不是fit的
都是比較緊身的
雖然版上都推薦ua的緊身系列
但穿起來實在不習慣
而且..小肚子都見客啦=-=
不知道大家怎麼推呢
還是我把ua穿大號一點
原本穿L 改穿XL呢"
"49",1506,"TEECHFIT?or underarmours","4","2015-04-27 14:50","ㄚ政","L7老頭","資深會員","2015-04-27 19:54","#2","102","其實也有練得很好的前輩也不過穿個100塊的背心在練~
從開始固定上健身房後，緊身的、修身的、寬鬆的，各大品牌上面標示COMBAT~DRYFIT什麼噱頭的也都買來穿過，是都很舒適沒錯，但是有一次偶然買到UA英雄系列，單純覺得搞笑而買，沒想到一穿上運動幾次後，現在我跟我老婆之前買的運動服幾乎都沒再穿了.....只穿得下UA了.......十幾件衣物加加幾萬元有了....."
"50",1506,"TEECHFIT?or underarmours","4","2015-04-27 14:50","ㄚ政","leeyy0124","資深會員","2015-04-27 20:24","#3","52","一定要買緊身的~
這樣你才會為了穿起來好看,更加努力的運動~"
"51",1506,"TEECHFIT?or underarmours","4","2015-04-27 14:50","ㄚ政","tgbqaz","資深會員","2015-04-28 08:41","#4","停權中","

leeyy0124 wrote:
一定要買緊身的~這...(恕刪)

這是實話!!!  每次出新的系列~ 我都會督促自己要維持體態, 有自信才買下來穿進健身房~
我也跟上上樓大大一樣..從早期愛迪達,耐吉 的緊身衣開始買 ; 後來穿上了 UA 的緊身衣後..從此只買UA 的了..真的很好穿(材質也不容易發臭,因為都手洗很少加洗衣精之類的, 愛迪達那幾件都會發臭)..而且一直出新的(太邪惡了!!)"
"52",1506,"TEECHFIT?or underarmours","4","2015-04-27 14:50","ㄚ政","Titan0711","高級會員","2015-04-28 09:30","#5","6","其實只要丟洗衣袋, 一樣丟洗衣機洗都沒問題
小弟大概...50件有 艸
tgbqaz wrote:
這是實話!!!  ...(恕刪)
"
"53",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","Ken孫","新進會員","2015-04-25 22:07","#1","55526021","小弟半年前覺得自己太胖所以下定決心減肥，開始了重訓&有氧的訓練
那時候是180CM/80KG，沒有特別測體脂肪 
現在半年過去了，變成了180CM/69KG 基礎代謝1699
體脂肪在中午空腹測量時是15.1%，不知道準不準
半年來的運動是這樣的
一周上健身房五天
訓練部位有:
星期一:臥推50KG10下*10組、雙槓稱體8下*10組 每組休息時間1分半~2分
星期二:闊背訓練機(80~130)磅 10下*10組 休息時間同上
星期三:三角肌(啞鈴側舉、前舉)單手10KG，10下*10組 
星期四:二頭槓鈴彎舉50磅 8下*10組
星期五:同星期一
一周有氧三次  都是接著重訓之後做30分鐘有氧
因為想要加強胸部訓練 所以我胸選擇一周練兩次  但感覺怎麼練都練不厚
是否要再加重呢? 目前50KG推10下最後一下會很酸但還是撐的上去的狀態
三餐是:
早餐:全麥鮪魚蛋(去除沙拉)+黑咖啡
午餐:自助餐二菜一蛋一滷雞腿
晚餐:自煮100G義大利麵(義大利麵番茄醬120G 68Kal)+乾煎鯛魚or牛肉or雞胸一片+一包青菜(超市)
每天喝水2000cc左右
重訓中會喝一匙乳清 結束時剛好喝完
最近發現卡關了 體脂肪降不下去  請問以上的吃和訓練內容有什麼可以改進的地方嗎
附上近期的體態   感覺其他人的15%比我瘦許多
如果可以的話能請各位幫我估算一下我的體脂肪嗎  非常非常的感謝
星期五的課程是最近改的  之前是練腹 
不過我想說腹肌比較重要的是降體脂  所以我就先沒練了
今天研究了很多文章 再考慮是否要改成用超級組的練法
我練完之後隔天練的部位確實都會痠、只有背會延遲一天酸而已(不知道為甚麼.. 
這是胸肌用力之後長的樣子..ORZ "
"54",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","葡萄可樂","高級會員","2015-04-25 23:05","#2","22","

Ken孫 wrote:
體脂肪在中午空腹測量時是15.1%，不知道準不準

空腹是必要的
但關鍵還是在於身體有沒有多餘的水份
量體脂前幾小時有喝水嗎？
量體脂前有排尿嗎？
Ken孫 wrote:
半年來的運動是這樣的
一周上健身房五天

會不會是強度不夠？
Ken孫 wrote:
每天喝水2000cc左右

太少太少
平常人都需兩三千 cc 了
有一說是以體重乘 40 倍，單位再換成 cc
以 69 公斤的體重來說就是兩千七八 cc
但以上仍都還只是講“常人”
你幾乎天天都去健身的人更需要喝更多水（更要超過兩千七八 cc）
Ken孫 wrote:
附上近期的體態 感覺其他人的15%比我瘦許多

別太執著於數據
當你體態不夠完美時，就算體脂數據再漂亮，你體態還是不夠看
當你體態完美時（就算只是自認），體脂數據無論多少，你還是滿意你自己
更何況你怎能確保你說的 15% 就是準確的呢？
若 15% 是不準的，那你拿來跟人比，怎麼比也都還是不準"
"55",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","陳小邁","進階會員","2015-04-26 00:30","#3","55527695","

Ken孫 wrote:
小弟半年前覺得自己...(恕刪)

你的體脂應該不高
身形看起來還不錯
不過線條平順
也許是重訓的重量對肌肉的刺激不夠？"
"56",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","acloth521069","進階會員","2015-04-26 02:28","#4","8","看來你的有氧做的很好..
重訓做的有夠失敗..
這個叫有重訓..我不信"
"57",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","wonwonba","資深會員","2015-04-26 02:52","#5","19","

acloth521069 wrote:
看來你的有氧做的很...(恕刪)

我是覺得飲食做的不錯
重訓跟有氧都失敗
樓主寫詳細一點重訓跟有氧的內容吧
重量 組數 休息時間 心跳數 ？？？
不然很難給建議。"
"58",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","Ken孫","新進會員","2015-04-26 08:18","#6","55529195","謝謝各位前輩們的建議
我已經補上了重訓的其他資訊了"
"59",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","kingbar87","資深會員","2015-04-26 09:35","#7","停權中","有空你應該去測測看inbody
看看自己的骨骼肌量有多少，體脂肪多少
重訓如果感覺效果不好，有可能像前輩們說的動作不對造成刺激度不夠"
"60",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","scrapswing","資深會員","2015-04-26 16:36","#8","11","樓主的體態我想暫時不用執著於體脂，先加強重訓吧...
重訓的部分我覺得是否姿勢不對造成錯誤發力？
光是禮拜一的課程練半年，我覺得不該只是如此阿...
補充：若是我的話會把課表的禮拜五獨立出來有氧，其餘時間專心重訓就好"
"61",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","陳小邁","進階會員","2015-04-26 17:25","#9","55534056","

Ken孫 wrote:
訓練部位有:
星期一:臥推50KG10下*10組、雙槓稱體8下*10組 每組休息時間1分半~2分
星期二:闊背訓練機(80~130)磅 10下*10組 休息時間同上
星期三:三角肌(啞鈴側舉、前舉)單手10KG，10下*10組
星期四:二頭槓鈴彎舉50磅 8下*10組
星期五:同星期一
一周有氧三次 都是接著重訓之後做30分鐘有氧
因為想要加強胸部訓練 所以我胸選擇一周練兩次 但感覺怎麼練都練不厚
是否要再加重呢? 目前50KG推10下最後一下會很酸但還是撐的上去的狀態...(恕刪)

幫推~
我覺得重量不錯耶
但怎麼沒有反映在線條上呢
需要高手解答一下"
"62",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","mobile3803","資深會員","2015-04-26 20:41","#10","39","我也有相同疑問
為什麼可以推到50KG的10下10組,是這樣的胸呢??
陳小邁 wrote:
幫推~我覺得重量不...(恕刪)
"
"63",1507,"體脂肪卡關請益","18","2015-04-25 22:07","Ken孫","克羅旺來","資深會員","2015-04-26 20:54","#11","13","為~什~麼~不~練~腿~???
""打出來的字"" 重訓內容,吃的,都很OK, 但因為不知道你之前身材是如何,
只是照片真的看不出來是有好好在練""你所打出來的重量的重訓""
再不然就是姿勢幾乎都走針掉.
照你字面打的,半年掉了十一公斤,且握推能五十KG十下/十組.
你先別去想什麼超級組了,你先再去研究一下是你字面誇大了還是姿勢全錯了~
PS:再補充一點,把你想練腹肌的心思拿去練腿,會更好,真的."
