"","ktitle","title","replyNo","Tdate","Tauthor","author","authorclass","date","rPostNo","authorcredit","text"
"11",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","kevin0921185","資深會員","2011-06-02 22:57","#9","8","

哎呀不得了 wrote:
馬龍投籃也是伸腳後仰...
回正題
巴哈那篇文章真的好看
是我看過NBA文章第二讚的
(看過最好的是當初國王對湖人前有人分析國王五虎的歷史)
我支持過國王、馬刺
小牛一直以來都是最大的勁敵
原來我最欣賞的球員，就是過去最痛恨的敵人啊
德佬加油!!

身為小牛迷
馬刺跟國王一直是我敬佩的對手
希望彼此加油！"
"12",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","LoveMiffy","資深會員","2011-06-02 23:53","#10","107","從德老加盟NBA小牛對我就開始注意他也支持他
可是我一直覺得小牛隊之所以拿不到冠軍是因為他
因為他的球風太慢了最有名的莫過於遇到勇士那一年
真的很誇張小球把他打垮了找來的球員也都配不上他的節奏
還有他的侵略性太低了對籃框太客氣了要灌籃才有氣式
常常人那麼高拉那麼外面重心高遇到大塊頭或是肌肉棒子double team
不然就是上前壓迫就出現失誤了就算再準也沒用
但說了那麼多缺點還是支持小牛希望能用橫掃湖人的實力來把LCD打破"
"13",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","airpeter","訪客","2011-06-03 00:10","#11","15","期待這文章最後能有小牛奪冠作為完整結尾.
小牛,DIRK,第二戰加油.
GO MAVS"
"14",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","espzion","資深會員","2011-06-03 00:30","#12","28341277","我也覺得德國司機對於禁區不夠霸氣
缺乏灌籃這類可壓迫防守者 主宰禁區的能力
只靠跳投還是虛了點
你看剛退休的歐尼爾 他沒受傷老化前
防守有幾個敢進入禁區 進攻時每次記者的特寫
守他的都快哭了
他雖然不夠壯  但可以像馬龍請教一下霸王肘  那麼拿冠軍應該沒問題了"
"15",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","sean2316","資深會員","2011-06-03 08:55","#13","39","

kevin0921185 wrote:
不管你是不是小牛迷不...(恕刪)

很不錯的文章，不知有誰會出AI的文章呢?"
"16",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","muevelo03","資深會員","2011-06-03 10:28","#14","15","

sean2316 wrote:
不知有誰會出AI的文章呢?

AI其實也算是悲情人物
2001那季~打了一季超級好球
結果一比四在總冠軍賽被湖人橫掃...
接下來不久AI就開始遊蕩球隊到最後沒人想要他
那年過後~我就沒什麼在看NBA了
直到今年!!!
只希望小牛別像那次76人那悲情!!"
"17",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","thit","資深會員","2011-06-03 10:32","#15","12","我希望不要因為中指受傷而影響到接下來的表現~
從以前就喜歡看dirk打球~
每年都是敗興而歸~今年又是一個機會的到來~
希望可以如願拿下總冠軍~"
"18",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","kevin0921185","資深會員","2011-06-03 12:07","#16","8","今天的比賽真的只有感動
奮戰精神讓人敬佩
小牛加油"
"19",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","aaaomc","資深會員","2011-06-03 13:40","#17","313","請問我可以得分，我可以創造屬於我的未來
這段話有沒有英文版的?(+上一句)"
"20",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","muevelo03","資深會員","2011-06-03 13:43","#18","15","

kevin0921185 wrote:
今天的比賽真的只有感動
奮戰精神讓人敬佩
小牛加油

看到後面~眼淚都快飆出來了"
"21",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","131529125David","資深會員","2011-06-03 13:50","#19","3","

muevelo03 wrote:
看到後面~眼淚都快飆...(恕刪)

支持熱火的，應該是眼淚已經飆出來了
嗚嗚..."
"22",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","果汁維","資深會員","2011-06-03 18:42","#20","30","

muevelo03 wrote:
AI其實也算是悲情人物
2001那季~打了一季超級好球
結果一比四在總冠軍賽被湖人橫掃...
接下來不久AI就開始遊蕩球隊到最後沒人想要他...(恕刪)

AI當時真的是超級明星中的超級明星~~
NBA2k 2k1 2k2 2k3 全都是AI當封面人物~~"
"23",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","onipiranha","資深會員","2011-06-04 09:25","#21","8","

espzion wrote:
他雖然不夠壯 但可以像馬龍請教一下霸王肘 那麼拿冠軍應該沒問題了
哈哈哈,""霸王肘""讓我笑翻了
這是以前馬龍的絕招耶
他應該不會輕易傳授
"
"24",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","DSYMSN","資深會員","2011-06-04 09:50","#22","15","

果汁維 wrote:
AI當時真的是超級明...(恕刪)

因為AI給了很多人希望
180公分的身高  卻可以主宰NBA
當上得分王
帥氣的灌籃
刁鑽無比的切入及過人
近2呎的的長人做出來
我們身高不到  沒有這種感覺
但是AI只有180CM
最貼近我們的偶像"
"25",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","哎呀不得了","資深會員","2011-06-04 10:55","#23","19","

DSYMSN wrote:
因為AI給了很多人希...(恕刪)

2呎""長人""?
你說的是他的身高?還是哪個部位?"
"26",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","DSYMSN","資深會員","2011-06-04 15:56","#24","15","

哎呀不得了 wrote:
2呎""長人""?你說的...(恕刪)

唉呀
沒注意打錯了...
是講其他身高2公尺甚至以上的得分王
不是聽說很多NBA球員也玩很大
每天晚上去哪都有人倒貼的...."
"27",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","tr8uck","高級會員","2011-06-07 03:29","#25","28420265","

DSYMSN wrote:
不是聽說很多NBA球員也玩很大
每天晚上去哪都有人倒貼的....

你在講的是SBL吧."
"28",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","DSYMSN","資深會員","2011-06-07 11:58","#26","15","

tr8uck wrote:
你在講的是SBL吧....(恕刪)

SBL 會倒貼的也不怎樣吧...
應該是完全不同水準...
我記得有部港片
梁家輝說尤英是鳥神..千人斬
不知道真的假的"
"29",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","tr8uck","高級會員","2011-06-07 12:12","#27","28426084","

DSYMSN wrote:
SBL 會倒貼的也不怎樣吧...
應該是完全不同水準...

也對, 我同意你的結論."
"30",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","aggregate","資深會員","2011-06-08 10:23","#28","5","寫的很棒的文章，讓人彷彿回到12年前的那時候~
希望能多寫些其它球員~"
"31",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","sai1126","資深會員","2011-06-08 13:05","#29","28453619","司機的表現 真可謂真男人
今天發燒上場 還是拼勁十足
超佩服的"
"32",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","hittaku0413","資深會員","2011-06-09 01:14","#30","103","

espzion wrote:
我也覺得德國司機對於禁區不夠霸氣
缺乏灌籃這類可壓迫防守者 主宰禁區的能力
只靠跳投還是虛了點
你看剛退休的歐尼爾 他沒受傷老化前
防守有幾個敢進入禁區 進攻時每次記者的特寫
守他的都快哭了

我也同意德佬對於籃框的轟炸能力頗弱，
不過我看今天重播的第四戰，德佬有切入上籃的表現了，但動作不是很流暢。
我想他應該是把自己設定在射手的定位在努力，彌補其對抗性不足的弱點。
好希望小牛能贏喔，畢竟是幹掉紫金王朝的隊伍！
之前覺得歐肥打球都靠賣肉取分，真難看，
現在他退休了，突然覺得禁區好像都沒看頭了...
開始懷念起歐肥1個硬吃籃下2個的情況。"
"33",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","神4843","資深會員","2011-06-09 01:27","#31","10","歐洲人本來就是投射為主
打法不同"
"34",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","kenjoyce","高級會員","2011-06-09 11:38","#32","28477177","

kevin0921185 wrote:
不管你是不是小牛迷
...(恕刪)

看完昨天的比賽，對德佬只有敬佩而已！
抱病上場雖然命中率不佳，但還是成就了一勝！
最後關頭如果沒有他，熱火應該聽牌了！！
小牛加油！！"
"35",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","mchammer","資深會員","2011-06-09 13:44","#33","284","以下影片送給樓主&支持德佬的球迷POWER
"
"36",2,"德國坦克Dirk Nowitzki - 我可以得分，我可以創...","33","2011-06-02 16:12","kevin0921185","sandralu2017","一般會員","2017-11-16 16:29","#34","336","

kevin0921185 wrote:
不管你是不是小牛迷...(恕刪)
Dirk Nowitzki小牛圓夢之旅 
各位大大好   可以參考一下：http://www.justfly.com.tw/eWeb/GO/L_GO_Type.asp?iSUB_CD=GO&STYLE_TP=2&TWFG=N&iMGRUP_CD=ASD8BH
我認識的人會去這團參加旅行社行程，目前差1-2位就能幫助這8位客人出發，看退休球星，大家幫忙推一下..... 感謝大家!!"
"37",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","donny419","資深會員","2011-05-30 13:44","#1","停權中","小牛防守今年雖進步很多
季後賽更是提升了
但整體而言
小牛還是一支
攻優於守的隊伍
特別是
以外線進攻為主的隊伍
2010-2011球季, 季內賽, 每場平均罰球次數
全聯盟30之隊伍中, 猜猜小牛排第幾?
25名
(遠比我印象低, 翻翻數據後才小驚訝了一下)
(熱火隊是第3)
所以
是否能守住小牛的進攻, 特別是外線進攻, 就是勝負的關鍵
其中又以 Dirk Nowitzki 最為重要
看看熱火現在的陣容, 可以防守Dirk外線的有誰? 
(夠高, 習慣守外線跳投者, 沉的住氣不被fade away 前的假晃騙掉重心, 速度也要有一點可以守住第一步切入)
6呎11的Chris Bosh (年輕, 外線跳投的打法, 身高力量夠, 進攻時也可以打打dirk造成他的犯規)
照理, 應該是防守 dirk的不二人選
但真的是這樣嗎?
讓bosh的體力都拿去防守, 豈不浪費? 
今年季後賽, 它可是熱火中距離最穩定的一門砲
沒有他的超過5成命中率, wade和LBJ恐怕要每天晚上都有超人演出, 才有機會帶領熱火走到冠軍賽
所以我猜
應該是 車輪戰  VS  DIRK自走砲
6呎8的Mike Miller (外線進攻的思維, 足夠的防守經驗, 速度也ok... 矮了些)
6呎8的James Jones (純射手, 年輕, 速度快... 缺點是防守經驗, 和身高)
6呎9的Juwan Howard (經驗豐富, 速度普普... 必要的時候來個玉石俱焚 ..我是假設假設^^"")
@@翻過數據後才發現, 熱火好多6呎8的人"
"38",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BIGHANCE","資深會員","2011-05-30 13:51","#2","86","答案是守不住
矮的來守 轉身就可以跳投了
高的來守 意思意思扛兩下 轉身踢腿後仰投籃
但是熱火的JAMES 跟WADE 小牛也是守不住
到時就看誰的得分高了"
"39",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","Kirov","高級會員","2011-05-30 17:44","#3","13","@@看到頭像後才發現, 你是我認識的人...
 好像熱火贏面較高，如果單純進攻戰，所以不是誰來守司機...是怎麼守住熱火..."
"40",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","ybshit","高級會員","2011-05-30 18:38","#4","5","其實誰守都一樣，讓司機得個四五十分也沒差，把小牛其他人守住就好了。
但是同樣的戰術小牛沒辦法用就是了..."
"41",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","RYAN0105","資深會員","2011-05-30 20:54","#5","7","呆丸媒體不是已經說是喇叭詹要守了
如果真是喇叭詹
真的可以看出喇叭到底有多少能耐"
"42",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","昕仔","資深會員","2011-05-30 22:19","#6","74","

donny419 wrote:
但真的是這樣嗎?
讓bosh的體力都拿去防守, 豈不浪費?
今年季後賽, 它可是熱火中距離最穩定的一門砲
沒有他的超過5成命中率, wade和LBJ恐怕要每天晚上都有超人演出, 才有機會帶領熱火走到冠軍賽
...(恕刪)

想太多了，防守才能贏得總冠軍，這是歷屆來的共識
你要希望WADE跟LBJ兩個在一場比賽都失常，這是機率很低的事情
我是看好BOSH能守住DIRK，蘋果今天的報紙也有分析數據，他守得還不差
至於LBJ去守DIRK，守得差=應該 守得好=皇帝出巡"
"43",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","donny419","資深會員","2011-05-30 23:30","#7","停權中","熱火  
一定不會打進攻戰的
一整個賽季來
熱火就是以防守見長
整個防守系統早以形成
更重要的是
熱火隊的進攻, 威脅最大的部份
來自 LBJ + wade 的快攻
沒有防守籃板
就很難快攻
所以弔詭的是
熱火要守的好
進攻才會打的順
這也就是為什麼
熱火上一系列打公牛, 打的這麼辛苦
(籃板被搶慘了)"
"44",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BamBamBam","資深會員","2011-05-31 08:02","#8","32","

BIGHANCE wrote:
答案是守不住矮的來守...(恕刪)你當他是神阿 "
"45",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","obasoun","資深會員","2011-05-31 08:06","#9","306","德佬是這系列
最大的mismatch
不過我認為有可能雙方都守不住明星球員
只好退而守死其他人
德佬加泰瑞  槓上James和Wade"
"46",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BIGHANCE","資深會員","2011-05-31 08:49","#10","86","

BamBamBam wrote:
你當他是神阿

季後賽打到現在誰守的住?
還是說遇到的都是弱隊??
是有遇到一隊超弱的 被4-0 好像叫湖人吧"
"47",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","linjoe0913","新進會員","2011-05-31 09:16","#11","28267617","熱火沒有人守的住DIRK
但是小牛也沒有人守的住WADE跟LBJ
DIRK比較穩, 穩很多
WADE跟LBJ會爆氣, 爆很大
不過小牛的板凳太厚, 外線的瘋子也不少
我覺得觀戰重點在KID跟JJ上面
畢竟在PG這點上~小牛優勢太大"
"48",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","donny419","資深會員","2011-05-31 09:49","#12","停權中","

linjoe0913 wrote:
熱火沒有人守的住DI...(恕刪)

熱火今年季後賽
先發的PG是  Mike BB
但以上一輪對公牛為例, 只要打到關鍵時刻, 或是分數膠著的時候
上場陣容, 常常會換成
LBJ (控球)
Wade (SG)
M. Miller (搶籃板 + 外線冷箭)
C. Bosh (籃板 + 中距離跳投)
Joel Anthony  或  Udonis Haslem"
"49",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BamBamBam","資深會員","2011-05-31 12:22","#13","32","

BIGHANCE wrote:
季後賽打到現在誰守的...(恕刪)守不住就守不住, 你造神幹嘛?
寫Jordan 你該不會就寫
矮的來守晃一下就灌籃
高的來守晃一下後仰投籃
這是怎樣? "
"50",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BIGHANCE","資深會員","2011-05-31 13:12","#14","86","

BamBamBam wrote:
守不住就守不住, 你...(恕刪)

我有造神?
DIRK 不都這樣打嗎?
難道他都切入飛身拉竿扣籃?"
"51",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","ro8110055","一般會員","2011-05-31 16:54","#15","28278921","司機後仰真的是無解阿...除非是他自己手感不好...
被包夾傳去外面又一堆三分火砲...真難守...
如果LBJ和偉德一直衝籃下要犯規的話...小牛也守不住吧...
兩台戰車...整個就是勇阿~~"
"52",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","BIGHANCE","資深會員","2011-05-31 16:59","#16","86","

ro8110055 wrote:
司機後仰真的是無解阿...(恕刪)

而且JAMES 超喜歡蓋矮個子球員火鍋
JJ 切入會不會被蓋死?
好想看 ^^"
"53",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","不想聊天","資深會員","2011-05-31 19:17","#17","1","那JJB會被LBJ打死吧
因為我不相信LBJ的品格 
會比敗能好到哪去
看前幾年輸球的樣子就可以窺知一二!!!"
"54",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","e0752075","一般會員","2011-05-31 19:17","#18","1","

donny419 wrote:
小牛防守今年雖進步很...(恕刪)

都給喇叭詹守就對了
喇叭詹: 我要守10個"
"55",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","richard7083","訪客","2011-05-31 19:19","#19","停權中","

BIGHANCE wrote:
我有造神?DIRK ...(恕刪)

以他小前鋒的位置...
7呎的身高加上速度...
遇上一般6呎7~6呎9的小前鋒...輕鬆跳投怎麼樣也蓋不到
遇上別人拿大前鋒或中鋒守他...速度上又跟不上...
不管是不是季後賽...
我很懷疑是不是有人能連續好幾場都壓抑的住他的得分!!"
"56",3,"[NBA] 冠軍賽  誰來守 Dirk Nowitzki ?...","22","2011-05-30 13:44","donny419","edison19841026","資深會員","2011-05-31 23:07","#20","停權中","德佬 的確很難守
有中鋒的身高 
小前鋒的速度
射手的準度
聽說06年 是哈斯蘭守的
誰守無所謂 但是KIDD 可不是 韋德跟畢比守的住
更別說喇叭詹
那個老屁股...."
"57",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","江麥可","資深會員","2011-06-06 18:27","#1","停權中","今天第三戰雖然小牛輸了,但是德佬還是熱得發燙,
雖然歷史上贏得第三戰最終可以奪得總冠軍的機會很高,
但是熱火顯然對德佬一籌莫展,Lebron說一對一防守沒有人守的住自己,
但是今天顯然Marion守的不錯.
而NOWITZKI七呎高跳投時又後仰,NBA有人守的住嗎??
我看就算穆湯伯還在也守不住.................."
"58",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","roger6515","資深會員","2011-06-06 18:46","#2","33","

江麥可 wrote:
今天第三戰雖然小牛輸...(恕刪)

干擾比較有希望，不然要用下三路抄球了，基本上7呎+後仰已經快打通關了
包夾也可以，更何況他還妖受準"
"59",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","laettner","資深會員","2011-06-06 19:40","#3","5","穆湯伯腳步跟不上~~有身高優勢也沒用~
可能年輕的歐拉朱萬會有辦法~
或像小蟲羅德曼那種可怕的活動力及跳躍力才有辦法吧~"
"60",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","obasoun","資深會員","2011-06-06 19:50","#4","306","魔獸或許有機會
腳步不會太差
身體夠壯去干擾
年度防守球員"
"61",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","Fats11027","資深會員","2011-06-06 20:15","#5","25","

obasoun wrote:
魔獸或許有機會
腳...(恕刪)

可魔獸是中鋒
不可能拉到外線去守德佬
我個人認為是無解"
"62",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","tr8uck","高級會員","2011-06-06 20:23","#6","28412687","美國人沒有人守的住"
"63",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","江麥可","資深會員","2011-06-06 21:19","#7","停權中","

Fats11027 wrote:
可魔獸是中鋒不可能拉...(恕刪)

如果不考慮戰術,單以一對一來講,魔獸可能是現役球員中比較有希望的,
姚明雖然有身高,但是移動比較緩慢,起跳高度也不夠,
全盛時期的Olajuwan攻擊能力強,但是防守還好,
海軍上將David Robinson移動快.彈性好,應該也有希望守住德佬,
但以今日放眼看來,真的只有魔獸比較有希望了."
"64",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","suh1724","一般會員","2011-06-06 21:34","#8","28414156","有人可以守得住
但不是NBA的
那就是天才櫻木
他的扇形人牆防守可是一絕啊~~~"
"65",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","NIOKA","資深會員","2011-06-06 21:41","#9","3","

江麥可 wrote:
全盛時期的Olajuwan攻擊能力強,但是防守還好...(恕刪)

後面這句話我不認同!
Olajuwon曾經在年度防守球員的獎項，拿下兩次，而且他也是少數能夠蓋鍋、搶籃板又相當會「抄截」的中鋒。
1988~1989年球季，他的的抄截場均是高達2.6次，以中鋒來說是極為罕見的。
他在防守方面的能力，是相當全面而且意志強悍，我認為您嚴重低估了Olajuwon的防守能力。
如果是全盛時期的Olajuwon來防守Dirk，我認為是有可能守住Dirk的。"
"66",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","不扭耳","資深會員","2011-06-06 21:43","#10","28414381","

江麥可 wrote:
今天第三戰雖然小牛輸...(恕刪)

守不守的住有何關係?
還不是輸球!"
"67",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","ybshit","高級會員","2011-06-06 23:15","#11","5","

江麥可 wrote:
今天第三戰雖然小牛輸...(恕刪)

何必一定要守住，等他自己不進不就好了(特別是剩4.4秒的時候)~
以前LBJ在騎士、WADE在熱火誰守得住，不過那又如何? 還不是要混在一起做撒尿魚丸~"
"68",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","nakaji","資深會員","2011-06-06 23:18","#12","3","

江麥可 wrote:
今天第三戰雖然小牛輸...(恕刪)

隨便一個也守的住"
"69",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","nakaji","資深會員","2011-06-06 23:19","#13","3","

NIOKA wrote:
後面這句話我不認同!...(恕刪)

非洲天王可以守的住呀
夢幻  迷縱步 就    很利害了!!~"
"70",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","jsh0956","一般會員","2011-06-06 23:27","#14","28417041","德佬哪有什麼守不守的住,第一場命中率4成不到,第2`3場也只能說還算及格而已(不過還是低於季賽平均),以熱火對它放切不放投,再禁區夾死他來看,哈斯倫守他已經算守的很好了"
"71",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","秋小葉","資深會員","2011-06-06 23:52","#15","6","能打nba,都有一定的水準..
沒有人說誰守得住誰..
只是守的成功率而己..
你蓋了一次kobe的火鍋,就說守得住他嗎?
你抄了挪威司機一球,就算守得住嗎??
防守只是成功率大或小而己..
年度防守球員.難道,每球都過不了他嗎?
每球都被蓋嗎?
不可能啊..
守住挪威司機,就是把他的命中率下降一點點,就算了吧"
"72",4,"NBA誰守的住NOWITZKI????????","48","2011-06-06 18:27","江麥可","ptoyhawinf","進階會員","2011-06-07 01:44","#16","5","還沒老到跑不動的robert horry不知道有沒有機會?
6""10移動也夠快~重點是防守也滿夠水準的(髒?)
該狠就狠~該硬就硬~"
