"","ktitle","title","replyNo","Tdate","Tauthor","author","authorclass","date","rPostNo","authorcredit","text"
"11",503,"請問World GYM 的Virtual Cycling 與 ICG視覺飛輪有何差別?","7","2016-11-09 22:15","hans4134","caca1018","高級會員","2016-11-16 22:04","#7","15","其實兩個就是一樣的東西啦，我倒是覺得搖擺飛輪滿有趣的，而且目前好像只有WG有的樣子"
"12",503,"請問World GYM 的Virtual Cycling 與 ICG視覺飛輪有何差別?","7","2016-11-09 22:15","hans4134","Worldgym","高級會員","2016-11-18 11:12","#8","2","

caca1018 wrote:
其實兩個就是一樣的...(恕刪)

您好，我是World Gym的網路客服，沒錯!Real Ryder飛輪車（搖擺飛輪）為公司獨家引進的器材，我們利用Real Ryder飛輪車「轉向傾斜」的特性，搭配了原有的獨家ICG視覺模擬的「畫面」，加上傳統音樂飛輪的「音樂」特性，獨創了Real Riding Tour飛輪課程（R.R.T飛輪課程），目前以下分館有搖擺飛輪及R.R.T飛輪課程：
北區為：永和民權/板橋中山店/竹北店
中區為：學府/西屯店
南區為：屏東店
另外可在北區統領店上到Real Ryder飛輪車的傳統音樂飛輪課程。（統領店無ICG視覺模擬設備），以上讓您知悉，感謝。"
"13",504,"請推薦與suunto ambit3運動錶相容的藍牙步頻偵測器？","3","2016-11-14 23:34","YOGI","YOGI","資深會員","2016-11-14 23:34","#1","18","找遍網路連對岸淘寶都找不到suunto藍牙步頻偵測器
找到兩款藍牙步頻偵測器－I GotU、alatech
但不知道能否與suunto ambit3運動錶配對成功？
還是有大大手中的ambit3有其他可以配對成功的藍牙步頻偵測器？"
"14",504,"請推薦與suunto ambit3運動錶相容的藍牙步頻偵測器？","3","2016-11-14 23:34","YOGI","littlefar","一般會員","2016-11-15 09:00","#2","62377723","我自己使用alatech的踏頻器及步頻器(手錶是ambit3)是沒有問題的
suunto 自己也有出自行車智能感測器了,(步頻倒是沒看到)不過價格不斐就是了..."
"15",504,"請推薦與suunto ambit3運動錶相容的藍牙步頻偵測器？","3","2016-11-14 23:34","YOGI","YOGI","資深會員","2016-11-15 10:55","#3","18","

littlefar wrote:
我自己使用alatech...(恕刪)

謝謝大大！！
我運動多在室內健身房及登山
有支援藍牙步頻，這幾天就敗一台suunto peak來玩玩看！"
"16",504,"請推薦與suunto ambit3運動錶相容的藍牙步頻偵測器？","3","2016-11-14 23:34","YOGI","YOGI","資深會員","2016-11-17 21:11","#4","18","

自刪………………………………………………………………………………"
"17",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2014-12-14 00:30","#1","33","以前在健身房就對划船機有很大的興趣
經過U大多次的分享他購買划船機的經驗
開始燃起內心的小宇宙了!
其實在U大第一次分享BH的划船機的時候就很想買
不過那時候考慮的幾點1.單價不低2.占太大空間，我家沒有空房間可以放，原本的房間又很小3.買一台的錢我可以去健身房好多次，還不用保養，又不只可以玩划船機4.家人反對5.不是很喜歡磁控的划船機
所以過沒多久，我就淡忘要買划船機的事了
就在U大第二次分享Concept 2划船機的時候，我又開始蠢蠢欲動，小宇宙再次燃燒
上次考量的點這次有點不一樣了1.單價還是不低這點沒變(尤其是Concept 2)2.占地問題，因為家裡有了空房可以放了，雖然說不是完全空，但還是有了些許空間可以用3.我根本懶得去健身房啊阿阿~(最大原因)4.家人還是反對，但我還是會買= =(這點不要亂學)5.我發現了對我來說CP值高的划船機了
那就是BLADEZ FORMULA R1風扇磁控划船機
引用自BLADEZ官網購入價不到2萬，看起來又很像Concept2(小虛榮心作祟)
不過他的阻力系統我是有點懷疑...風阻就風阻，磁控就磁控，摻在一起是要做撒尿牛丸嗎...
網路上我也找不太到這種機型的分享、體驗或影片(英文網頁沒甚麼找可能也是原因)
BLADEZ這台R1我更是找不到，他其他的產品明明就感覺有用心在做推廣和試用文阿
不過可能是因為這台是今年才開賣的新產品，所以還來不及寫???
但是安裝人員跟我說這台賣很好，每天都會出一兩台，都沒有人能寫個分享嗎...
反正就來當當白老鼠，寫寫分享文讓想買的網友參考看看
今天下午到府安裝的，安裝速度還滿快的
不過途中他有不小心摔到螢幕，因為沒有損傷我是沒有很在意，安裝人員有主動跟我說摔到了，但如果真的有問題再去要求保固(2年保)
占地很大
面板細部照，有手動模式、內建程式模式、心跳控制程式模式、目標模式
可顯示的資訊
阻力系統Magnetic Air，超大的風扇
另一方向
出風口會直接對著Rower吹，還滿涼的，有加到分
和Concept2一樣都是用鏈條，但我想應該不是鍍鎳合金鍊
手把是用硬泡棉，個人覺得還滿好握的
腳踏就很有點廉價的感覺，不過基本上都還可以固定的很牢
坐墊也是硬泡棉，初步坐起來感覺滿好坐的，不過非常不滑，推才會動
放到後面連往前滑都不會，不知道是原本就這樣還是個案，我會再打電話去官方問問看
不過划起來好像不是差異大太，這點會care的人要注意
主架應該全是鋁的，鋁材厚度如下
後端支撐細部照
收納固定鎖頭，收起來後要鎖到另一個鎖點
收納後的占地，以我家的大小來說，還是很大...
從這個角度，可以推或拉，不會太難移動
放個第一人稱的視角給大家看看接下來講講優缺點優點
1.相對便宜
2.風阻+電阻我覺得風阻的感覺多一點，比純磁阻拉起來的感覺還好
3.風阻的風吹的位子很不錯，可以散熱
4.拉起來的感覺也不錯，我有玩過水阻的(大安運動中心有)、風阻的Concept2和磁阻的BH及另外一個德國牌的，個人覺得R1拉起來的感覺不比Concept2差缺點
1.占地大
2.收納不太好收，要有點技巧，不然很容易傷到阻力系統的風扇，我今天就不小心敲到了，裡面有一小個卡損斷掉
3.座椅滑輪不滑?!這應該算缺點吧
4.塑膠料有增加質感的空間個人覺得想省點錢，但家裡又有空間的人是可以考慮這台，當然有能力直上Concept2更好，或是水阻式那台
有興趣想買，或有這台的人一起討論吧!補充：
在跟BLADEZ的技師聯絡後，建議噴些WD40在溝槽內，座椅滑順度有些許提升了，也消除了一些異音。
不過電子錶的功能挺陽春的，因為沒有記憶功能，所以在達成設定的目標後，要進行下一次同樣的目標還需要重新設定一次，當然這跟每個人的使用習慣有關係，這部分的確是比不上Concept2的電子錶好用，但因為阻力是磁控設計，所以內建的Program是可以由電腦自動控制阻力，這點也是優點之一。"
"18",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","die755154","進階會員","2014-12-14 01:23","#2","2","

安安 wrote:
以前在健身房就對划船...(恕刪)

安大好！我來搶頭香了！
可惡，你們不要在放划船機引誘我了！
手真的會滑掉..."
"19",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2014-12-14 14:04","#3","33","

die755154 wrote:
手真的會滑掉......(恕刪)

哈哈，一起划吧!!"
"20",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","t29034584","進階會員","2014-12-14 23:51","#4","5","看完這篇   俺可以72變的Bio Force  又要遠離俺去了.....
別逼俺手滑啊......"
"21",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","sheffield777","一般會員","2014-12-16 09:39","#5","53622071","請問大大 這台阻力 大概幾KG呢 謝謝"
"22",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2014-12-16 11:17","#6","33","

sheffield777 wrote:
請問大大 這台阻力 ...(恕刪)

官方資料好像也沒有這種數據，我只知道我拉第9段就有點費力了，總共有16段
Concept2是用齒輪比增加阻力，這台R1是用磁阻，但都有風阻，都有拉越用力拿越難拉的特點
不知道大大問重量是不是要當纜繩訓練用?"
"23",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","sakamotoTA","高級會員","2014-12-16 12:16","#7","5","

安安 wrote:
以前在健身房就對划船...(恕刪)

感謝大大的開箱分享.
水阻的未曾有機會看過.不知大大有照片可分享否"
"24",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2014-12-16 12:35","#8","33","

sakamotoTA wrote:
感謝大大的開箱分享....(恕刪)

引用自waterrower官網
大安運動中心的是類似這種的，不是木頭的
等你開箱了!!!"
"25",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","t29034584","進階會員","2014-12-17 02:11","#9","5","水阻  跟他的名字一樣  水很深  很恐怖   最好別栽進去....."
"26",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","chengan0130","一般會員","2014-12-22 16:14","#10","53711694","感謝安大分享
之前也在考慮他們這個牌子
不過就如同安大說的
開箱文好像有點少，所以一直不敢衝XD"
"27",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","躺在地上的人不會跌倒","一般會員","2015-01-06 15:57","#11","4","想請問安安樓主方便pm一下在哪購買的嗎？因為都沒找到20k以下的價錢。還有他的結構會有問題嗎？因為文中有提到收納時有卡榫斷掉，所以有點擔心會不會以後使用上會有問題(本身是個粗魯人)。那請問樓主卡榫斷掉是怎麼處理呢？謝謝您！"
"28",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2015-01-07 00:19","#12","33","

躺在地上的人不會跌倒 wrote:
想請問安安樓主方便p...(恕刪)

我是在森森購物買的，我一開始買的時候買沒買到2萬以下，但也是各大網購平台最便宜的，
隔天不知道為何突然有折價券，用折價券以後就不到兩萬了，
打去森森的客服跟他說我發現用折價券可以更便宜，請他退掉原來的，二話不說幫我退掉，叫我再下訂一次
在回覆你的同時，我發現有福利品可以撿便宜Yahoo 購物 R1划船機福利品
這種價錢不用想了啦，可以衝了
怎麼我都買了才有福利品阿
另外卡榫的部分那只是小小的一個塑膠片斷掉，不會影響結構，碎片我自行把風扇打開拿出來了"
"29",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","小乳乳","一般會員","2015-01-07 16:41","#13","53935740","他是磁控的 所以 也是要插電囉??
跟版大一樣買不起另一台
想買這台來用看看~
我在健身工廠有用過C牌的
感覺很順暢 也很累
這台會不會拉起來卡卡的"
"30",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2015-01-08 22:51","#14","33","

小乳乳 wrote:
他是磁控的 所以 也...(恕刪)

不用插電，只有電子表需要電池，滑起來也很順喔"
"31",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","sheffield777","一般會員","2015-01-12 10:12","#15","54000405","售完>< 殘念
沒跟到 現在網路要2W出頭
真可惜"
"32",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2015-01-14 15:20","#16","33","

sheffield777 wrote:
售完><...(恕刪)

大概是他們的展示機吧，應該只有一台
可遇不可求，我太早買了T^T"
"33",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","躺在地上的人不會跌倒","一般會員","2015-01-16 00:34","#17","4","

安安 wrote:
我是在森森購物買的，...(恕刪)

謝謝您的回覆，福利品沒有跟到，不過還好個人也比較不愛買福利品。後來在購物網站找到了不到20k的價格，有省了3千也是滿開心的。現在就等貨寄到了。"
"34",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","good-people","一般會員","2015-02-25 21:09","#18","54611444","趁著東森春節期間特價(18400)，也忍不住買了一台，就等禮拜六寄來囉！
似乎要送很多台，安排到下午四點半才送到我這
話說剛剛去東森看變成88折(20064)而已了"
"35",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","vuitton47218","一般會員","2015-04-21 09:37","#19","55452523","安安大大你好
最近也是想購入一台划船機來當家裡的健身器材
也是考慮BH與BLADEZ，這兩台來做選擇
不過預算上比較偏向BLADEZ。
想詢問你後續的使用狀況與心得，因為這台網路上真的沒什麼心得文
除了像你所說滑動的地方會卡卡的，還有其他部分嗎?
謝謝"
"36",505,"【體驗分享】BLADEZ FORMULA R1風扇磁控划船機","27","2014-12-14 00:30","安安","安安","資深會員","2015-04-21 17:48","#20","33","其實除了佔地大，用力划的時後有些異音外
(機器是穩的，但是在折疊處還是有聲音)
個人是覺得如果有閒錢，而且也願意用這器材的話，是可以買的
座椅軌道只是沒有像其他牌那樣會輕輕用手推會滑到底，實際人在上面划的時候根本沒差
而且磁控真的滿不錯的，會依照程式自動調整阻力
反正有確定要買划船機的話而且預算沒那麼高的話，這台真的還不錯
不要買了以後就擺在那邊，佔地大又不能當衣架"
"37",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-14 20:34","#1","112","有大大是買來戴去運動的嗎???
使用上有什麼不適、不方便的地方嗎???
另外這組到底有沒有防水啊???
我看官網沒有提到，但網拍有
不過網拍的畫我持保留態度...
希望有使用者可以分享一下心得，謝謝"
"38",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","flm419","一般會員","2016-11-14 21:43","#2","62374098","yes I have one and have been using it for approximately 2 yrs now. I use it in the rain without any problem and the battery is about 4 hrs continous use over music. 
hope that helps"
"39",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-14 22:37","#3","112","

flm419 wrote:
hope that helps

有啦，謝謝!!!!
可是又有點想買SBH70
畢竟它標榜全防水
但80比較好看，價錢相差不多
猶豫中~~~~"
"40",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","flm419","一般會員","2016-11-14 23:05","#4","62375108","Go try it out as some says the sound quality is better on the 80 but to be honest I cannot tell the difference between the 2.  I tried the 70 last time and found the earbud not as secure and comfortable as the 80."
"41",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-14 23:15","#5","112","

flm419 wrote:
Go try it...(恕刪)

哈哈  我也是木耳，所以音質對我來說不會是太大考量
我也喜歡80的耳塞式，70的感覺很容易掉(感覺啦)"
"42",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","cssatan","一般會員","2016-11-16 09:30","#6","62390943","70 防水比較好! 所以我買70! 請官網看最準!~
戴起也不會容易掉! 還比較便宜!"
"43",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-16 16:40","#7","112","

cssatan wrote:
70 防水比較好!...(恕刪)

好吧，還是乖乖買70好了
反正只有跑步時會戴
但就怕那種耳塞不適合我.....
謝謝囉~"
"44",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","阿公鐵蛋","資深會員","2016-11-16 17:17","#8","304","

Mazel Tov wrote:
好吧，還是乖乖買70好了
反正只有跑步時會戴
但就怕那種耳塞不適合我.....
謝謝囉~

我是買70，
戴著它，跑過兩場下雨的全馬，雖然雨不大。"
"45",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-16 19:25","#9","112","

阿公鐵蛋 wrote:
我是買70，戴著它...(恕刪)

那大大你有耳塞會脫落的困擾嗎????
看你沒提應該是不會齁????"
"46",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","阿公鐵蛋","資深會員","2016-11-16 19:30","#10","304","

Mazel Tov wrote:
那大大你有耳塞會脫落的困擾嗎????
看你沒提應該是不會齁????

戴著它，跑過4場全馬，
除了擦汗時，被我自己弄掉。
其餘，是沒有。"
"47",506,"請問有大大是買SONY SBH80的嗎???","10","2016-11-14 20:34","Mazel Tov","Mazel Tov","資深會員","2016-11-16 19:44","#11","112","

阿公鐵蛋 wrote:
戴著它，跑過4場全...(恕刪)

好的，謝謝你囉
這週末就去購入!!!!!!"
"48",507,"BH H925","3","2016-11-09 17:02","yuhoword","yuhoword","一般會員","2016-11-09 17:02","#1","4","小弟文筆不好 請見諒今天剛到 技師幫忙組好 準備上車....悲劇發生WTF....拿起工具自己鎖看看這品質....我無言阿.....另一邊正常的 再檢查其他地方嗯....這品質 我想退貨了"
"49",507,"BH H925","3","2016-11-09 17:02","yuhoword","kamba","資深會員","2016-11-10 16:53","#2","75","哇哩咧!本來我有在考慮這台和喬山的Matrix IC3, 現在看到閣下的開箱文,這細部的品質..."
"50",507,"BH H925","3","2016-11-09 17:02","yuhoword","yuhoword","一般會員","2016-11-10 20:15","#3","4","

kamba wrote:
哇哩咧!本來我有在考...(恕刪)

剛技師過來將有問題的曲炳跟踏板換新了
至於 烤漆 貼紙 出場組裝問題 說了也是沒用 至少維修會幫你處理
商用健身器材 MIT 呵....這品質 這價位 小弟可以跟你說 你有其他更好的選擇"
"51",507,"BH H925","3","2016-11-09 17:02","yuhoword","gregliu","進階會員","2016-11-12 00:03","#4","32","

yuhoword wrote:
小弟文筆不好 請見諒...(恕刪)

跟我印象中的BH不太一樣, 會是年底量大趕貨的關係嗎？
那個鑄鐵曲柄和踏板有可能是組裝師傅轉的時候沒對到硬轉
這台快要五萬了, 樓主財力雄厚"
"52",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","hustle0803","進階會員","2016-11-08 18:12","#1","62308837","
https://www.youtube.com/watch?v=1mAFQyuLW-Q
之前認識過一個體育老師推薦我這樣健身器材,只知道是小鐘代言的
因為太久才注意到,也只找到影片不知道名稱
不知道這健身器材有人知道名稱嗎
另外有人使用過嗎,效果如何?"
"53",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","gibson124","高級會員","2016-11-08 18:37","#2","20","影片中只有看到劉畊宏，沒有看到小鍾，雖然都是咻比嘟華!連結
hustle0803 wrote:
https://www...(恕刪)
"
"54",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","diken0955","資深會員","2016-11-08 18:38","#3","26","你買這個,其實沒有太多幫助....!
hustle0803 wrote:
https://www...(恕刪)
"
"55",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","FZ6盧魚","資深會員","2016-11-08 18:50","#4","119","對全身肌肉線條的人來說，頂多就是維持而已
對普通肚腩來說是沒啥用處的"
"56",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","CP03","訪客","2016-11-09 00:39","#5","停權中","以健身來說, 通常會需要問別人這有沒有效的人,
答案都是這 ""對你"" 沒效."
"57",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","螢一","資深會員","2016-11-09 11:25","#6","62316018","不能長時間讓你穩定出力的都沒有用
hustle0803 wrote:
https://www...(恕刪)
"
"58",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","Wesley Hsu","資深會員","2016-11-09 17:06","#7","396","我覺得什麼健身器材都不是重點
重點是你要持續的訓練
舉例來說跑步機好了，很多人家裡可能有
最後的下場都是握桿變成曬衣架
買一個幾百元的推輪效果可能就不錯，只是你要每天推
健身器材不是你買回家，你的身體就會變這樣"
"59",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","油炸豆腐","資深會員","2016-11-10 15:19","#8","4","這個應該是台灣岱宇的產品﹐ 跟之前那個搖擺啞鈴是同一家公司做的。  
至於是否有用。。。 影片一定是著有肌肉線條的人來拍的﹐ 重點還是樓上說的﹐ 可以持續運動﹐ 拿兩個水桶就有效果了。"
"60",508,"請問這個健身器材有人知道名稱嗎,用起來如何?","8","2016-11-08 18:12","hustle0803","上不完的課","資深會員","2016-11-10 16:04","#9","73","影片中，把那用在門的關節處，應該會把門用壞吧...
用在門的時候，看他示範就故意用的很輕
其實看起來還不錯，但若真的練習用在門上的姿勢，門壞了，算誰的? 
應該會先被老婆打死吧..."
"61",509,"Garmin 和nike+ 無法同步","4","2016-10-27 01:12","sohoming","sohoming","資深會員","2016-10-27 01:12","#1","59","Garmin 和nike+ 無法同步了.
也有人有一樣狀況嗎?"
"62",509,"Garmin 和nike+ 無法同步","4","2016-10-27 01:12","sohoming","ccy1021","進階會員","2016-10-27 09:03","#2","8","將garmin的設定移除,然後去nike新增合作夥伴
[範例]
應用程式
下表為您已授權的應用程式，這些應用程式能與您的 Garmin Connect 帳戶互動。若您想要停用任何應用程式，請點選該應用程式的「移除權限」連結。
Nike+ 
www.nike.com 讀取 移除權限
先移除權限,然後去Nike設定增加合作夥伴""garmin""回來即可!!"
"63",509,"Garmin 和nike+ 無法同步","4","2016-10-27 01:12","sohoming","sohoming","資深會員","2016-11-02 17:15","#3","59","

ccy1021 wrote:
將garmin的設...(恕刪)

多謝回覆, 這個步驟小弟做過了.
後來似乎是兩邊有一邊的伺服器在維修的樣子, 現在已經正常了."
"64",509,"Garmin 和nike+ 無法同步","4","2016-10-27 01:12","sohoming","eleven24","新進會員","2016-11-03 18:42","#4","62256730","我可以連線但一直無法同步"
"65",509,"Garmin 和nike+ 無法同步","4","2016-10-27 01:12","sohoming","centereeey","高級會員","2016-11-06 22:32","#5","5","11/6同步ＧＧ   
昨天還可以上傳，今天就掛點。點Garmin Connect上面顯示系統維護中 "
"66",510,"基礎代謝與飲食攝取問題","14","2016-10-10 20:58","ga844278","ga844278","進階會員","2016-10-10 20:58","#1","23","因為我想瘦肚子所以在減脂(一週運動2~3次舉啞鈴、拉單槓、飛輪、abs，每次挑2項做)，因為體重跟一休一樣66，所以就照著一休體重的基礎代謝1584加上每日一般活動的熱量，他建議減脂的人吃到1900卡，我想問的是因為工作需輪班，日班沒問題就照三餐吃，夜班有時大概只有吃2餐，這樣我一餐要吃到950卡啊，如果我吃不到1900卡或是蛋白質攝取不夠多(90多克)，假設我2餐都吃subway6吋的，蛋白質大概吃到50克，熱量應該900多卡而已啊，那我熱量還差那麼多怎麼辦(蛋白質不夠還可以喝個乳清補補)，這時我可以吃一些高熱量的食物，炸雞排之類的嗎?"
"67",510,"基礎代謝與飲食攝取問題","14","2016-10-10 20:58","ga844278","diken0955","資深會員","2016-10-10 22:10","#2","26","可參考版上的五星文
另外,別再參考一休的方式(沒有什麼參考價值)五星文
"
"68",510,"基礎代謝與飲食攝取問題","14","2016-10-10 20:58","ga844278","Violin6918","資深會員","2016-10-11 10:10","#3","85","

ga844278 wrote:
我可以吃一些高熱量的食物，炸雞排之類的嗎?

觀念有對有錯:
1. 你運動多久了?設定的目標?目的是?
2. 無法透過減脂來瘦局部，增肌則可訓練特定部位
3. 基礎代謝再去了解定義，不足的部分，絕不是透過高熱量食物來補充
4. 如果餐餐只吃subway，則沒必要多花時間討論營養均不均衡的問題了
5. 吃對吃巧比卡路里多寡重要"
